"When I say I'm done, I mean it. But I'll never be done with you no matter how many times I say it.",anger
@GoOfDaFa lmfao ur an asshole lol,anger
"RT @HunterYoung918: ""@JamesColeeee: They say that life is a bitch Her and my ex would probably get along."" #ReFuckingTweet",anger
@PRi_ThatsME bitch is you cooking or no? I haven't ate all day,anger
These niggas just blasting in the middle of the day,anger
@tikitakasacker classy at all. Dwelled too long. Right shocker by his standards! What bugged me was the amount of poor crosses from us,anger
@elliespalding @lucyalixx @JoshuaMcIntyre_ @ChloeStraun_ he told me he wanted to be me while in a relationship with chloe wiggins??,anger
I'm focused on what I want fuck what they don't want me to have!,anger
I'm wary of a Lord of the Flies esque mentality taking over this East Coast train. 40 minutes late and our train guard has announced that..,anger
"So fckd up! PSN down: NO Gran Turismo, NO @netflix @NetflixBrasil !! Sony, are you trying to ruin my life!?!? Who's stupid to mess with NK?",anger
Everybody On some blah blah blah shit I need to find my Inner Peace,anger
RT @Aavrion_Boo: I peep out alot of shit but i just keep my mouth closed?,anger
FINE Facebook I'll look at my year in review. WILL YOU LEAVE ME ALONE THEN???,anger
I'm getting even more mad the longer I want.,anger
"RT @The45Storm: A vote for Scottish Labour is a death sentence. Labour will spend 114bn on Trident, continue austerity/poverty; sign up",anger
@MykelBeyotch @antibible_t Come out of your hate state your tiny little well think beyond and bigger problem is in followers not in religion,anger
LIKE ME FOR WHO I AM NOT WHAT I HAVE,anger
Gonna murder someone if I don't find my make up brushes,anger
@realdjripley True. We had a children home called Three Ways. The kids wore a uniform even on Sundays. My dad threatened me with it.,anger
"RT @RVacchianoNYDN: It is inexcuseable that the game officials didn't throw a flag there, especially with the NFL's emphasis on safety.",anger
RT @SoReIatable: It's actually impossible for my room to stay clean longer than 24 hours,anger
"RT @FredyTheRed: Some #mufc fans must slap themselves for too much moaning, the boys made us proud for long weeks, a draw isnt the end,supper",anger
I'm going to blow up yalls feed? #kyleighnicole http://t.co/xZQp4EQsQc,anger
@alexmccollum11 yessss dude yes WHY DO WE HAVE THE SAME LIFE and yes I'm creeping,anger
RT @BestTextMsgs: Don't get mad when I pull a you on you,anger
@90sliamx Like you don't see me saying something about your god so please respect God and his Holy name..literally that is all I ask,anger
Wouldn't dare let somebody talk to me like that.,anger
Lori: Shane stay away from me and my family Shane: Ok Lori: *Goes off to talk to Shane* Wtf Lori,anger
RT @erikamtamayo: Just know any of you fuckers post a new year new me post in the next few days your getting punched in the throat,anger
"RT @BaeFeeIing: Respect me. I respect you. Disrespect me, fuck you.",anger
@Curlyquew @Redskins I hate how they just let the receivers run free like who TF does that,anger
@amberbatwo just wait till you're 21 trust me there's nothing you can really do when you're 20 besides Canada but that's just stupid,anger
RT @hxrv_: fuck you and the shit you put me through,anger
Are you fucking kidding men,anger
"what's wrong with you, you take everything I say and make it into a slam yeah I'm pretty talented",anger
"Bitch if you got something to say, ya better go ahead and just say it",anger
?@guiltybcy: kyle thinks he's the shit bc he's seeing taylor swift like tf? take me with you? damn straight i'm the shit,anger
"RT @caaate14: Don't know what I hate more: my job, my life, or my uterus",anger
Swear I hate everybody !,anger
RT @radiophan: i get kinda annoyed when ppl are like 'oh no dan hasnt tweeted in a day he must be depressed like maybe hes just having fun,anger
"RT @Forums4Justice: U.S. agencies ignore thousands of suggestions to cut waste, stop fraud http://t.co/8SZtxBQemk via @dcexaminer",anger
Bitches need to get taught lessons.,anger
RT @TweetChelseaFC: Denied a clear penalty on Cesc. Referee was woeful today.,anger
RT @300doll: hate when u wanna talk about something that bothers u but you feel like you've already talked about it too much,anger
RT @Sweetzce: You really gotta ask a chick what's wrong 57 times before they actually tell you.,anger
"RT @NurSaraDina: US flag used as a ""bikini"" is not disrespectful but when it's a hijab everyone is outrageous.Oh the double standards",anger
@nprmusic And I then I had no more skips for an hour and then the playback reset for no reason and I still had no skips. Wasn't worth it.,anger
"RT @Aye_Chichi: He broke your heart, not me, why am I still being talked about??",anger
@r5soul @fallingforR5 ewww someone has some deep rooted issues.. fuck off Emily doesn't need your hate because she Is wayy to fab for youBYE,anger
@Dolores88Brown @ItsRMTsWay @toneefreeman It certainly offends the ones I know.,anger
RT @FactsOfSchool: When my mom is talking shit about me on the phone http://t.co/UeES4SNlry,anger
"My family are hating on Justin and calling him a terrible person. They're still talking about the peeing in a bucket, DUI, etc ugh",anger
RT @MarilynMonroeDC: I hate when people tell me stuff about my EX as if I'm supposed to feel some type of way... I DON'T CARE,anger
12 farmers committed suicide in last 72 hours in vidharba region while the government is busy celebrating good governance day #Shameless,anger
RT @MaggieLindemann: chill ur shit u have a SnapBack on in ur avi u a bad bitch !!,anger
RT @MonicaBriagas__: Fuck it all ima do me.,anger
@mjgranger1 the fact is u either accept god is not all powerfull or he is and he's one sick fuck or that god does not exist,anger
@WreckShopRufio it takes up so much data on my phone,anger
"@BellasNumptyx don't get why pll link their ask with their twitter no need to, my opinion",anger
I'll tear you apart.,anger
RT @LoveMyBulls: Get off with me! #TwitterAfterDark on Chaturbate at http://t.co/P9DzlJ8skk #Selfie #NSFW #porn #sex http://t.co/SglpH2QqVx,anger
The other higher order non-human life forms is just additional government lies and schemes. Just like disappearing airplanes and fuel cost.,anger
RT @Oenonewept: disappointment year after year? RT @HayekandHockey: This is what happens when you want the Cleveland Browns to win,anger
RT @0Chills: I don't need anyone who doesn't need me,anger
my wifi is slower than skitla on a football pitch man seriously,anger
?I'm sorry doesn't mean shit to me anymore,anger
I have the cash just stupid prick me lifted it all without thinking,anger
Fool me three times fuck the peace signs. Load the choppa let it rain on you.,anger
?@300doll: BackSeat Bitches Be Like?? https://t.co/gqBUxytDWL? why do this be mf when me you & ma in the car @_JealousyxKILLS,anger
"@TwoMyrions fuck no, I ain't got not one damn call from yo ass",anger
RT @NiallOfficial: They see me rollin! They hatin! http://t.co/qYt8Ioc1e7,anger
If you can't be there for me when I'm down you don't need to be with me at all,anger
"RT @markschlereth: Well, that was a ""movie"" so yes it was fake! Good job buddy ?@BryanMayfield: @markschlereth Fake as the coaching job",anger
That bitch talking about how you ah boss but you live in the fay bitch it don't matter where u stay its how u living & bitch I'm great,anger
@Asallsince1993 he worse no thank you Mr negative for me negative the king of hoof ball God fucking no,anger
"RT @LifeAsDreaa: ""@kel12121: I would really burn my house to the ground!! Snapchat me: twista12121 http://t.co/CgcTBJK7Iy"" that big ah mf",anger
@AriesSpears if the kid was white you wouldn't give a shit.,anger
"An NFL ref once said they don't give ""make-up calls"", every call is supposed to be right so there's no need for such. Horse shit.",anger
@Pitchforkedpuck I would be pissed too if someone took a cheap shot at me,anger
RT @jaureguiswisdom: C only fuckin notices big accounts and famous people and nothing pisses me off more.,anger
I hate waiting,anger
I don't get along with bitches that got boyfriends,anger
I hate when people say that dumb shit.! You don't have to be from that state to like the team Da hell,anger
"@DCFilmRoom Apparently haven't watched that D-line or Sheard/Mingo enough this year. Unfortunately, I have.",anger
?@Clarissa_LyAnne: I hate the fact that my hands are always so cold?!!!,anger
What the hell refs?!? There were like 3 penalties on that play!! Straight up hating on ODB. #OdellBeckham #NYGiants,anger
Damn this twiter give me headache...dnt know shit how to use it,anger
sext: let's talk about how dumbledore was a fucking dick to harry,anger
"RT @ClassOf2016: instead of wasting money on shit like this they should be making more homeless shelters, really what is this",anger
"I Hate Assumptions More than Anything, if you wanna know something about ME, Ask ME, Don't Just Assume the Worst",anger
@MaggieLindemann @plur_kittyy why are y'all arguing over this? CARTER IS NOT WORTH ARGUING OVER I,anger
RT @_CollegeHumor_: when my mom is talking shit about me on the phone http://t.co/RKPtzxvk1d,anger
RT @ErrataRob: @daviottenheimer @krypt3ia The attacks came from planet Earth. You know what country is on Earth? North Korea,anger
One word and it's all back again. Fuck.,anger
"@aharrington_: wait so since football is a guy"" sport girls don't know what they're talking about? oh ok whatever fuck you""",anger
RT @_TaCara: ALL IPHONE USERS HATE THIS SHIT. Making me sound over excited & shit http://t.co/mWsoMrkq73,anger
RT @Liberty316: Keep that foot on their throats y'all...,anger
"IM A SELF MADE PERSON , I NEVER ASKED YOU FOR A FAVOR",anger
@Abi_Brown22 because last night you wouldn't even talk to me or text back. Fuck you,anger
@featherboaharry smh thirsty ass hoes asking for more free follows than i offered,anger
she lied to me,anger
"RT @BearILee: Merrill Reese ?I don't. understand. Why. That's. Not a penalty. It. Is. In the rules. That, you can't take off your helmet.",anger
RT @NARUTOTHEGOAT: R.I.P bank account fuck it ima come to school flexing on niggas. http://t.co/R7Hlcxq8cn,anger
..I see you been doing SHIT to piss me off.. no longer will you get a reaction outta me!,anger
RT @cambuslad: Some of you think I've a warped sense of humour. Seriously! TWITTER....It even sounds like it should be the internets reality,anger
@Elecks441 They also had to kill 1-2 characters beacause it's cool x(,anger
shutup and sleep,anger
Don't get mad at me cause YOUUU don't like MEEE ! That's sound so personal. Has nothing to do with me?,anger
Send KELCE TO THE GOT DAMN END ZONE REID. SHIT!,anger
I ship Rani & Enzo but he's not touching my man! http://t.co/sU8P2LbTW0,anger
RT @SEBTSB: @SEBHOLLA I SHIP US SO BAD OMFG,anger
I don't have time for people attitude,anger
I'm done waiting on a reply Tf forgot who Tf I was ...,anger
"Keep your sob shit to yourself, is not like I ever needed you.",anger
RT @iamlaryn_: ?@shelbskai: I GOT A QUESTION... If you still stuck on your ex why are u on my phone? HMMM? HMMM??SAY DDAT!!!!!!!!,anger
"Don't fuck with me , don't fuck with me",anger
@__Dimo u sound like a bitch (X),anger
@khana_link_us @stormdaniels @DeepAfroKid worst behavior! On some Drake's dad tip,anger
Yeah bitch. Yeah bitch call me Steve-O.??,anger
if you know me know this ain't my feng shui,anger
@Steps_757 lol nigga I'm not putting shit up with u cause that's not ur team.. Plus them niggas prob won't make it to nfc championship,anger
RT @TheRealNatePack: @JayJersey14 @JamesFrankwin people like you make me wonder about so society,anger
"RT @karrueche: Once you find strength within yourself, it's hard to allow any type of bs around you. I refuse to be http://t.co/gB9KSwG2KF",anger
Someone created a fake account dedicated to shit talking potato http://t.co/52MJ4mtlob,anger
@CloutGod u created the 2nd best suite and u just gonna abandon it? lmao u the true definition of a NIGGER,anger
RT @art_stapleton: These refs are terrible today. They have mailed in Week 17.,anger
RT @ExposedEnmity: Is pissing me off honestly the best plan you have? Here I thought you were smarter than that. Looking for S/Ls. #RT?,anger
FFS @O2 your internet is dreadful! Not allowing my work laptop connect to WIFI!! #fixup,anger
Mike McCoy is a fucking joke why does rivers have 6 first half passing attempts. Like my fucking god,anger
And why did you choose to lied? *mindblowing*,anger
@Anima_Taehyung why what ?~ if you believe i can be dangerous then i won't do anything,anger
@anandapaige_ @_moniccaaaa_ do you ever invite us to your house lol no,anger
Why people giving me there kik's and shit .. I don't want y'all .. TF ? I want HER & I got HER kik already ..,anger
Polanski and Allen are appreciated for their art despite their crimes over Ghomeshi and Cosby because they're white. Fight me over this.,anger
My auntie can throw a fit anytime she wants & no one tells her shit.,anger
RT @BornSinner: If you scared to take a chance how the fuck we gone get rich,anger
@zjmwinters I DELETED THE APP,anger
The MIL always send me and wife home arguing.,anger
Girls love to fuck with your conscience,anger
@AustinButlcrp Nah Your a bitch .,anger
My sister needs to stop trying to be like my mom...,anger
@Camden_Sauls shut up you sound like a typical Browns fan... You should expect this now,anger
We'll I guess that's why we not in the playoffs they think this ish funny,anger
Back to fucking work i go in the morning #longage,anger
RT @DawnParry: Our nation's poverty & low pay isn't caused by immigrants. It's caused by greed & by govt pandering to wealthiest,anger
I still care about you and want you in my life biggest lie ever.,anger
Make a case about removing the helmet? He did you moron.,anger
I hate when somebody keep playing with my feelings .,anger
some ppl who text me are so damn annoying bro damn,anger
@5sosTumblr_: There are 2 types of 5sos fans http://t.co/tZFpMk1iDP first one at the outside second one oh shit never mind,anger
"RT @RavensInsider: Ravens should be up 9-3, at the least, but flubbed fourth-down try and then Joe Flacco fumbled here at end of the half",anger
"I regret supporting Amaechi to become gov -Odili: A former governor of Rivers State, Dr? http://t.co/6emVzuggjZ",anger
Ughhhh I hate this,anger
"@MarshaBlackburn Do Americans need to be less tolerant? Enough political correctness, other cultural Marxist garbage? http://t.co/W3WfRK5aEY",anger
"I'm done, tomorrow I will spam him",anger
"RT @E_lusionsx: miss me with that I miss you so much"""" bullshit""",anger
"RT @syriac_: To all barking non-Syrians out there: keep spewing your opinion about Syria. You always were, are and will be irrelevant.",anger
When Regulators Are Blind to Rules,anger
@declandalgleish fuck cheers bud. I'll need to tip my room upside down x,anger
"Right person, wrong time. I hate that.",anger
"RT @Jaesofancy_: ""?@QuaRenee: There's no way I can surround myself around women with no substance. They don't want to do anything with thems""",anger
RT @plur_kittyy: ..@MaggieLindemann girl chill if your trying to drag me its not working your pathetic af carter cheated on you like 100,anger
it's not a funny joke or dan's sense of humour don't be mean!!!!! http://t.co/cLKDEoyf5v,anger
I hate when girls find out they like 0.3% of another ethnic group and swear they foreign smh stop,anger
"RT @HEELawrence: @oldmanebro Lesson 1: 'You are great and anyone who doesn't agree isn't an unbiased, honest person, but a 'hater'. Always.",anger
"Text Mum ""how are you getting on with the new phone?"" Next thing I know, she calls me ""...oh I didn't mean to call you"". Not well, then.",anger
5-1 to gettin shit on to coming back to choking and not making playoffs,anger
"RT @BillyBoiMoney: Don't ask me for shit , I can't ask you for",anger
Youre parent didnt give up on you and you easily give up on yourself because of love ! What the hell is going on with kids this days?,anger
RT @DFkinLopes: I'm pissed http://t.co/wV5sDfUgpB,anger
"@NigeriaNewsdesk: Jonathan?s govt is irresponsible; poor management of resources, bane of nation's economy - go. To another countyr",anger
... and this is why she likes to make me angry.,anger
RT @raybanzouis: SO ARE ONE DIRECTION EVER GONNA MAKE AN ACOUSTIC ALBUM OR,anger
He may eat his own boogers... But Chase Daniel sure can throw a football.,anger
I have baby fever... AGAIN.,anger
"Browns starter Quarterback should be Shaw, Browns get rid of Manziel he SUCKS, Manziel an idiot why would u have a party before the practice",anger
"@FoxNews Wait, Fox News is actually publishing an art abt farmers mad they won't be able to take advantage of slave labor frm undocumented?",anger
RT @kiki_lampkins: This dude block me every other day,anger
RT @popcornreel: My righteous and sincere anger about this wholesale exclusion of women could burn a million HOLLYWOOD signs.,anger
@MikeRobTuck When are you gonna make that big romantic gesture? I've been waiting....,anxiety
@jshenk35 The abuse I go through for you..,anxiety
RT @unfriendlythot: I fucked up,anxiety
RT @itzyoungzay: I can't stand a petty female,anxiety
RT @paytonsun: I'm not sure how to look at the Shea McClellin TFL. Right place at the right time or plain ol lucky? #Bears,anxiety
i can't wait until next christmas because kung fu panda 3 comes out,anxiety
03:20 and i still kenot sleep,anxiety
I will never understand how a person close to u can speak about u to the world but not to ur face.,anxiety
@Isiah_Ryan @projectjax I was thinking Vic Beasley. But there's still no guarantee how other teams will pick either.,anxiety
"I had to find you, tell you I need you, tell you I set you apart",anxiety
Relying on endless tissues and One Tree Hill to save my sick ass.,anxiety
"RT @Lele_xo99: If I could turn back time, would you still be there?",anxiety
I'm dressing like Ima run into my ex.,anxiety
RT @VSPorn: If we're not on good terms by December 31 you're being left in 2014,anxiety
RT @BadmTheGod: Feel like I'm going to blow up,anxiety
"I can't say ""I'm not going nowhere"" to another female because this just not any female this is someone I LOVE; she was someone I only LIKE?",anxiety
Someone's always knocking on my door,anxiety
@Sabuwandi she said hi back and she said to tell ur mom she said hi hehe I'm not sure i can't choose between gray or grey,anxiety
RT @SpaceJeans: lol there's times when I just want to stop caring about everything and everyone but knowing me I couldn't do that.,anxiety
@catsandcroptops I was so confused for a sec I forgot you had the password,anxiety
2014 has been a killa I'm looking forward to leaving this year in the past man lets hope 2015 is gone help us out,anxiety
"RT @cococatlin: I was going crazy trying to find my phone... I thought ""I've lost my phone 4ever Thanks for giving my phone back,Cheril",anxiety
cannot fall asleep for the life of me. anyone have any suggestions,anxiety
"@Charge I see how actice you are on Twitter, I was just waiting for you to notice",anxiety
Best sign during my half marathon: Better hurry! Kick off is at 10! #boltup,anxiety
"Too many heartbreaks this year: Palestine, Peshawar, Iraq, Kashmir, Syria, Sydney, Malaysia, Indonesia. This planet needs a refresh button",anxiety
about to hit follow limit until tomorrow,anxiety
"my issue with #theism is there's no way to distinguish theistic activity from background noise, any deity is pointless, impotent complexity",anxiety
She's sitting next to me http://t.co/eZEOsWyk4M,anxiety
Ask HN: How do you manage/organize information and knowledge in your life? https://t.co/5S9DxIdxN9,anxiety
RT @YM_ANDRILLA: Waiting on this jugg to come through,anxiety
I'm going to a doctor tomorrow to get my lungs/hands/everything checked out because being an old man at 21 SUCKS,anxiety
@MosleyFball959 @ADMosleyHigh I need to get on his level,anxiety
With my luck I'll either be at work on New Year's Eve or have to work early New Year's Day,anxiety
Am I in work tomorrow or nah?,anxiety
RT @EmmittSmith22: @dallascowboys can't go to sleep we must keep our foot on the pedal. #DALvsWAS,anxiety
Praying for better years ahead of me,anxiety
@origanarry PLEASE PICK ME!!,anxiety
"I feel like i'm getting old, people used to say i look like a 16 year old now they're saying i look 20-22?",anxiety
RT @NikkiFederer: When you're in a relationship you have to hold each other to the same standards. It can't be okay for you to do something,anxiety
Michaela needs to get up and come get me asap.,anxiety
minseok would have to do smth with every member since hes not particularly close to anybody but jongdae tho,anxiety
code orange in orlando last night..... ),anxiety
@reIuctanthero I need to ask a friend. We played it like a competition. Who gets to the highest level first?,anxiety
#rcl1milliongiveaway it really want to win bc I live in the Salvador so here they are really expensive and I just cant afford one,anxiety
Can't sign in to social club http://t.co/9nmiAHl6Vw,anxiety
RT @_bootydrxgs: Can I be close to you?,anxiety
So my mom and I decided to take a selfie with the elephants and then it started making noises.. http://t.co/Fc9PH0AXbO,anxiety
"@movewithnarry sis ignore them, lots did the same before u, it was a joke",anxiety
"Niggas dieing everyday, mommas crying every night. Lord don't make me have to pull a first 48.",anxiety
i really need to get off my phone i have 2 hours of road ahead of me and 62%,anxiety
just trying to make it through the day,anxiety
are we forgetting Calum turns 19 in less than a month I am so not ready luke will be the only 18 year old,anxiety
@sorryimalex hope carter comes on soon,anxiety
I can't deal with all of these Fangirl accounts following me on Instagram,anxiety
"Never take a good person for granted, because there's always someone waiting around to appreciate what you didn't.",anxiety
RT @Luke5SOS: I think we finally cracked under the pressure,anxiety
I hate when my feet are cold,anxiety
@Mck2thenight I can't find her on Vine for some reason,anxiety
"RT @TheArchfiend: Well, at least it wasn't Jenkins dropping a pick 6.",anxiety
I need some more ink. ASAP,anxiety
steak and chips for dinner. i still don't like peas. i am trying so hard. help m,anxiety
I'm literally so tired,anxiety
Guess it's gonna be a sleepless night! And nope not gonna touch the assignments. Nope.,anxiety
I said I was gonna go down stairs & I still haven't,anxiety
"RT @GirlsSoBasic: my sleeping schedule is so fucked up, idk how I'll be able to fix this when school starts",anxiety
I seriously hope that 2014 is better than 2015,anxiety
RT @DexterSlam__: @_TaeMakingPros shit I'm bored ass hell,anxiety
@KolaBoof I am 26 years old and never have I had the truth about things I have long questioned broken down from an outside perspective.,anxiety
@hailysimon literally was texting me telling me she was gettig worried,anxiety
RT @cade_simone: There are many things I would like to say to you but I dunno how.,anxiety
"RT @Mayhem357Mark: @futers11 Very negative Mark, I thought that was our best home performance of the season. Still room for improvement but",anxiety
I'm really waiting to see what bruh talking about,anxiety
I can't wait until my mom gets back from New York,anxiety
"Thick sweats, 3 shirts and a jacket and I'm still cold",anxiety
I have this huge craving for Hooters..like it's serious.,anxiety
Damn this team needs to make some serious adjustments for the second half,anxiety
wow . still hasnt texted or called me,anxiety
@TannerZagarino I WANT SEE YOU TOO OK . .,anxiety
"RT @alg0d: I'M STILL WAITING TO BE DOXED... Hurry up Anonymous.... I'll give you a clue, my first name begins with a J. @YourAnonNews",anxiety
I'm tired of waiting for the new season of my favorite TV series... This thing is fucking killing me!! http://t.co/YduByCJtsJ,anxiety
Is it too late for the Saints to win this game on paper?,anxiety
RT @nuteIla: when your mom is yelling at your brother and you know you're next http://t.co/hqKRXN6WTs,anxiety
"@OstrichSocks ""that's all I do and I'm fluffy and sweet"" i can't breathe.",anxiety
"RT @SteveStfler: Twenty years ago, we had Steve Jobs, Johnny Cash and Bob Hope. Now we have no jobs, no cash, and no hope. Please, don't let",anxiety
3-3 at the half ... I need more alcohol. #GoBrowns,anxiety
RT @sailornegro: When your mama caught you in a lie and you're nervously trying to piece your story together https://t.co/9d7nDNn3Cz,anxiety
I'm hungry ...,anxiety
@based_harper @heinzenburger I WILL NEVER CHILL,anxiety
@XboxSupport still having issues? I cannot access my friends list what so ever and continually have to reboot my system,anxiety
RT @awardmalik_: Please I want to win @Jtaimenialler's contest to win Liam/5 bc Liam is a important part of my life.,anxiety
When ur whole life revolves around something that's months away but really accept me to college,anxiety
A 50-something year old man at the gym just winked at me rt if I should ignore fav if I should bring him to our next date event,anxiety
"RANKED TIME with uni! first promo: WLL, okay..relax. no problem, let's try again. win & lose..i'm afraid! o_o #leagueoflegends",anxiety
I want a new sports car so bad Bout to work my butt off #giveme6months,anxiety
@AnonRef3 yes i did and none of them worked for me? I siriously want 2 play farcry 4 now! I am desperate,anxiety
I think I have a stomach virus. Came from outta nowhere. I been wanting to throw up all day.,anxiety
RT @TeeeeenProblems: christmas break needs to slow down,anxiety
@Skylar_Owens Please keep at least 2 it took a lot of time to look that good,anxiety
RT @Honestly_Haley: I wanna go for a jog but I don't want to freeze my ass off.,anxiety
@XmasJumpers @NiallOfficial NIALL PLEASE FOLLOW ME MY BIRTHDAY IS IN 4 DAY AND IM PRAYING FOR YOUR FOLLOW !!!?,anxiety
@oGVexx phew finally beat it. Now stuck on the next one. Between the bad handling of the raid truck and the insane AI I cant do it,anxiety
"RT @West_Ham_COYI: In the modern game, pace is huge, and when you have two strikers like Valencia and Sakho, they have to start.",anxiety
@_sexypolice --GET BACK HERE SSU!! uuww i'm hungry too..,anxiety
LITERALLY HAVE TO PEE SO BAD,anxiety
You love us for three reasons: 1: food 2 : weather 3 : we Please I need to listen your voices #WeWantOTRAinItaly2015,anxiety
"i think, i think too much",anxiety
"@MadisonElleBeer FOLLOW ME PLEASE MADISON, I LOVE U",anxiety
RT @shrank37penguin: i feel like i am either fitzsimmons or skye depending on the situation and rn i am all three of them,anxiety
Blown away ... crawling to my bed need some sleepppppp,anxiety
I can't sleep,anxiety
RT @5SOS_Imagining: #imagine 'I am self destructive. You need to stay out of my life. I'm wrecking your life.' Ashton screams through your,anxiety
RT @JustPassionPost: Don't keep running back to the one person that you need to walk away from.,anxiety
@LaDruggie i texted you i think but it wont send,anxiety
RT @YSLxMCM: Do you ever get in those weird moods that you can't even explain what you're feeling it's like everything mixed together at on,anxiety
God knows I'm trying to be a better person but lawd help me this dude really be asking for it,anxiety
@XboxSupport it would be nice to know if there is smth I can do to fix the issue I am having with my achievements or should I just wait?,anxiety
RT @ppoooee: Nevermind. I keep forgetting that I'm dead.,anxiety
RT @SincerelyTumblr: i've officially run out of excuses http://t.co/1YxjXY1MLs,anxiety
"So much to be thankful for, yet I'm over here stressin on shit I can't control @rihanna",anxiety
Its so cold out.. I can't,anxiety
RT @ALevelProblems: The amount of work I'm currently avoiding is beyond ridiculous.,anxiety
@ziamxperfection please help me out? link in bio?,anxiety
"RT @nuteIla: my sleeping schedule is so fucked up, idk how I'll be able to fix this when school starts",anxiety
@ShoverKristen we are just meant to never see each other lol,anxiety
"@kumailn For a moment, I thought you were about to spoil what it's like to have sex w/ a unicorn...spoiler averted for now.",anxiety
Mann my whole shit bout to change in a couple hours...tryna stay positive,anxiety
"@Yazid_4_Peace @IsraelHatzolah ehm if you read all the History you will find that is not a racial war, but the self defense of Israel",anxiety
miss you miss you i just wanna kiss you,anxiety
RT @TheFunnyTeens: My goal in 2015 is to accomplish the goals of 2014 which I should have done in 2013 because I made a promise in 2012 and,anxiety
"RT @MandaJJennings: Mind you, last year's Briton of the Year was George Osborne. I'm not sure The Times understand the question.",calm
RT @BradinHere: I like it when people are straight forward. Tell me what you want and how you feel. Saves us both some time.,calm
"but you worry to much, what people gotta say them. Whn reality you should just say ""oh well, let them stare"" .",calm
RT @itsReaITyga: Sometimes you need to stop over thinking things and just follow your heart.,calm
"RT @Hidden_Stories: If the relationship doesn't make you a better person, then you are with the wrong one.",calm
I made it to page 206 of rewrite of WIP. 305 pages total. So I guess it's time to go get in the shower.,calm
"RT @SydniHeiser: If I give up on you, just know it wasn't for no reason it was because something went wrong cause I don't usually give up.",calm
RT @Hipstahhh_Harry: when you realize ist just a joke #congratszerrie http://t.co/4PucyvZZlv,calm
 A Relationship Works Best When Both Persons Believe they Got Better Than They Deserve,calm
